2	4e-06
4	4.6e-05
8	5e-06
16	4e-06
32	4.9e-05
64	3.9e-05
128	0.000151
256	0.000661
512	0.00422
1024	0.00894
2048	0.056341
4096	0.276027
8192	1.26623
16384	6.64304
