250  0.000181
500  0.000665
750  0.001728
1000  0.002551
1250  0.005229
1500  0.005001
1750  0.005877
2000  0.007621
2250  0.0115
2500  0.014417
2750  0.017312
3000  0.022154
3250  0.024266
3500  0.025743
3750  0.028268
4000  0.035017
4250  0.039294
4500  0.044003
4750  0.053576
5000  0.056571
5250  0.065303
5500  0.067517
5750  0.076374
6000  0.083739
6250  0.099164
